,match_id,Date,ground_id,home_team_id,home_team_name,away_team_id,away_team_name,player_name,player_id,team_id,bowling_style,batting_style
0,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Marcus Stoinis,325012,4344,rm,rhb
1,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Shikhar Dhawan,28235,4344,ob,lhb
2,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Ajinkya Rahane,277916,4344,rm,rhb
3,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Shreyas Iyer,642519,4344,lbg,rhb
4,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Rishabh Pant,931581,4344,,lhb
5,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Shimron Hetmyer,670025,4344,,lhb
6,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Axar Patel,554691,4344,sla,lhb
7,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Kagiso Rabada,550215,4344,rf,lhb
8,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Praveen Dubey,777515,4344,lbg,rhb
9,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Ravichandran Ashwin,26421,4344,ob,rhb
10,1237181,2020-11-10,2439,0,Delhi Capitals,0,Mumbai Indians,Anrich Nortje,481979,4344,rf,rhb
11,1237181,2020-11-10,2439,0,Mumbai Indians,0,Delhi Capitals,Rohit Sharma,34102,4346,ob,rhb
12,1237181,2020-11-10,2439,0,Mumbai Indians,0,Delhi Capitals,Quinton de Kock,379143,4346,,lhb
13,1237181,2020-11-10,2439,0,Mumbai Indians,0,Delhi Capitals,Suryakumar Yadav,446507,4346,rm/ob,rhb
14,1237181,2020-11-10,2439,0,Mumbai Indians,0,Delhi Capitals,Ishan Kishan,720471,4346,,lhb
15,1237181,2020-11-10,2439,0,Mumbai Indians,0,Delhi Capitals,Kieron Pollard,230559,4346,rm,rhb
